Number,Name,Type 1,Type 2,Abilities,HP,Att,Def,Spa,Spd,Spe,BST,Mean,Standard Deviation,Generation,Experience type,Experience to level 100,Final Evolution,Catch Rate,Legendary,Mega Evolution,Alolan Form,Galarian Form,Against Normal,Against Fire,Against Water,Against Electric,Against Grass,Against Ice,Against Fighting,Against Poison,Against Ground,Against Flying,Against Psychic,Against Bug,Against Rock,Against Ghost,Against Dragon,Against Dark,Against Steel,Against Fairy,Height,Weight,BMI
651,Quilladin,Grass,,"['Bulletproof', 'Overgrow']",61,78,95,56,58,57,405,67.5,14.38459824488215,6.0,Medium Slow,1059860,0.0,45,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,29.0,59.2
652,Chesnaught,Grass,Fighting,"['Bulletproof', 'Overgrow']",88,107,122,74,75,64,530,88.33333333333333,20.23747898221405,6.0,Medium Slow,1059860,1.0,45,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,4.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.6,90.0,35.2
653,Fennekin,Fire,,"['Blaze', 'Magician']",40,45,40,62,60,60,307,51.16666666666666,9.66810334151545,6.0,Medium Slow,1059860,0.0,45,0.0,0.0,0.0,0.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,0.4,9.4,58.8
654,Braixen,Fire,,"['Blaze', 'Magician']",59,59,58,90,70,73,409,68.16666666666667,11.363929289153855,6.0,Medium Slow,1059860,0.0,45,0.0,0.0,0.0,0.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,1.0,14.5,14.5
655,Delphox,Fire,Psychic,"['Blaze', 'Magician']",75,69,72,114,100,104,534,89.0,17.587874611030557,6.0,Medium Slow,1059860,1.0,45,0.0,0.0,0.0,0.0,1.0,0.5,2.0,1.0,0.5,0.5,0.5,1.0,2.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,0.5,0.5,1.5,39.0,17.3
656,Froakie,Water,,"['Protean', 'Torrent']",41,56,40,62,44,71,314,52.333333333333336,11.585431464655176,6.0,Medium Slow,1059860,0.0,45,0.0,0.0,0.0,0.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.3,7.0,77.8
657,Frogadier,Water,,"['Protean', 'Torrent']",54,63,52,83,56,97,405,67.5,16.760568804985905,6.0,Medium Slow,1059860,0.0,45,0.0,0.0,0.0,0.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.6,10.9,30.3
658,Greninja,Water,Dark,"['Protean', 'Torrent']",72,95,67,103,71,122,530,88.33333333333333,20.063787168816248,6.0,Medium Slow,1059860,1.0,45,0.0,0.0,0.0,0.0,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0,1.5,40.0,17.8
658,Ash-Greninja,Water,Dark,['Battle Bond'],72,145,67,153,71,132,640,106.66666666666669,37.205137040766594,6.0,Medium Slow,1059860,1.0,45,0.0,0.0,0.0,0.0,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0,1.5,40.0,17.8
659,Bunnelby,Normal,,"['Cheek Pouch', 'Huge Power', 'Pickup']",38,36,38,32,36,57,237,39.5,8.077747210701755,6.0,Medium Fast,1000000,0.0,255,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.4,5.0,31.3
660,Diggersby,Normal,Ground,"['Cheek Pouch', 'Huge Power', 'Pickup']",85,56,77,50,77,78,423,70.5,12.789970028633112,6.0,Medium Fast,1000000,1.0,127,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,42.4,42.4
661,Fletchling,Normal,Flying,"['Big Pecks', 'Gale Wings']",45,50,43,40,38,62,278,46.333333333333336,7.972173828734266,6.0,Medium Slow,1059860,0.0,255,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.3,1.7,18.9
662,Fletchinder,Fire,Flying,"['Flame Body', 'Gale Wings']",62,73,55,56,52,84,382,63.66666666666666,11.352924243950932,6.0,Medium Slow,1059860,0.0,120,0.0,0.0,0.0,0.0,1.0,0.5,2.0,2.0,0.25,1.0,0.5,1.0,0.0,1.0,1.0,0.25,4.0,1.0,1.0,1.0,0.5,0.5,0.7,16.0,32.7
663,Talonflame,Fire,Flying,"['Flame Body', 'Gale Wings']",78,81,71,74,69,126,499,83.16666666666667,19.573933914491715,6.0,Medium Slow,1059860,1.0,45,0.0,0.0,0.0,0.0,1.0,0.5,2.0,2.0,0.25,1.0,0.5,1.0,0.0,1.0,1.0,0.25,4.0,1.0,1.0,1.0,0.5,0.5,1.2,24.5,17.0
664,Scatterbug,Bug,,"['Friend Guard', 'Shield Dust']",38,35,40,27,25,35,200,33.333333333333336,5.497474167490214,6.0,Medium Fast,1000000,0.0,255,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.3,2.5,27.8
665,Spewpa,Bug,,"['Friend Guard', 'Shed Skin']",45,22,60,27,30,29,213,35.5,13.022416570411703,6.0,Medium Fast,1000000,0.0,120,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.3,8.4,93.3
666,Vivillon,Bug,Flying,"['Friend Guard', 'Shield Dust']",80,52,50,90,50,89,411,68.5,18.12686771986085,6.0,Medium Fast,1000000,1.0,45,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,1.2,17.0,11.8
667,Litleo,Fire,Normal,"['Moxie', 'Rivalry', 'Unnerve']",62,50,58,73,54,72,369,61.5,8.597480251019286,6.0,Medium Slow,1059860,0.0,220,0.0,0.0,0.0,0.0,1.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,0.5,0.5,0.6,13.5,37.5
668,Pyroar,Fire,Normal,"['Moxie', 'Rivalry', 'Unnerve']",86,68,72,109,66,106,507,84.5,17.490473597552086,6.0,Medium Slow,1059860,1.0,65,0.0,0.0,0.0,0.0,1.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,0.5,0.5,1.5,81.5,36.2
669,Flabébé,Fairy,,"['Flower Veil', 'Symbiosis']",44,38,39,61,79,42,303,50.5,14.863265679744362,6.0,Medium Fast,1000000,0.0,225,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,0.1,0.1,10.0
670,Floette,Fairy,,"['Flower Veil', 'Symbiosis']",54,45,47,75,98,52,371,61.833333333333336,18.898118660038328,6.0,Medium Fast,1000000,0.0,120,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,0.2,0.9,22.5
671,Florges,Fairy,,"['Flower Veil', 'Symbiosis']",78,65,68,112,154,75,552,92.0,31.712247896777463,6.0,Medium Fast,1000000,1.0,45,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,1.1,10.0,8.3
672,Skiddo,Grass,,"['Grass Pelt', 'Sap Sipper']",66,65,48,62,57,52,350,58.333333333333336,6.649979114420002,6.0,Medium Fast,1000000,0.0,200,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,31.0,38.3
673,Gogoat,Grass,,"['Grass Pelt', 'Sap Sipper']",123,100,62,97,81,68,531,88.5,20.71030339388264,6.0,Medium Fast,1000000,1.0,45,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.7,91.0,31.5
674,Pancham,Fighting,,"['Iron Fist', 'Mold Breaker', 'Scrappy']",67,82,62,46,48,43,348,58.0,13.79613472438325,6.0,Medium Fast,1000000,0.0,220,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,0.6,8.0,22.2
675,Pangoro,Fighting,Dark,"['Iron Fist', 'Mold Breaker', 'Scrappy']",95,124,78,69,71,58,495,82.5,21.65448375433288,6.0,Medium Fast,1000000,1.0,65,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,0.5,0.5,1.0,0.25,1.0,4.0,2.1,136.0,30.8
676,Furfrou,Normal,,['Fur Coat'],75,80,60,65,90,102,472,78.66666666666667,14.278966660402595,6.0,Medium Fast,1000000,1.0,160,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.2,28.0,19.4
677,Espurr,Psychic,,"['Infiltrator', 'Keen Eye', 'Own Tempo']",62,48,54,63,60,68,355,59.16666666666666,6.491447364716815,6.0,Medium Fast,1000000,0.0,190,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.3,3.5,38.9
678,Meowstic,Psychic,,"['Infiltrator', 'Keen Eye', 'Prankster']",74,48,76,83,81,104,466,77.66666666666667,16.478942792411033,6.0,Medium Fast,1000000,1.0,75,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.6,8.5,23.6
679,Honedge,Steel,Ghost,['No Guard'],45,80,100,35,37,28,325,54.16666666666666,26.453838200827413,6.0,Medium Fast,1000000,0.0,180,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.5,0.5,0.0,0.0,2.0,0.5,0.5,0.25,0.5,2.0,0.5,2.0,0.5,0.5,0.8,2.0,3.1
680,Doublade,Steel,Ghost,['No Guard'],59,110,150,45,49,35,448,74.66666666666667,41.395115117070944,6.0,Medium Fast,1000000,0.0,90,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.5,0.5,0.0,0.0,2.0,0.5,0.5,0.25,0.5,2.0,0.5,2.0,0.5,0.5,0.8,4.5,7.0
681,Aegislash Shield Form,Steel,Ghost,['Stance Change'],50,70,140,70,140,60,530,88.33333333333333,37.15582801601326,6.0,Medium Fast,1000000,0.0,45,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.5,0.5,0.0,0.0,2.0,0.5,0.5,0.25,0.5,2.0,0.5,2.0,0.5,0.5,1.7,53.0,18.3
681,Aegislash Blade Form,Steel,Ghost,['Stance Change'],50,140,70,140,70,60,530,88.33333333333333,37.15582801601326,6.0,Medium Fast,1000000,0.0,45,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.5,0.5,0.0,0.0,2.0,0.5,0.5,0.25,0.5,2.0,0.5,2.0,0.5,0.5,1.7,53.0,18.3
682,Spritzee,Fairy,,"['Aroma Veil', 'Healer']",78,52,60,63,65,23,341,56.833333333333336,16.984470030655128,6.0,Medium Fast,1000000,0.0,200,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,0.2,0.5,12.5
683,Aromatisse,Fairy,,"['Aroma Veil', 'Healer']",101,72,72,99,89,29,462,77.0,24.35159132377184,6.0,Medium Fast,1000000,1.0,140,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,0.8,15.5,24.2
684,Swirlix,Fairy,,"['Sweet Veil', 'Unburden']",62,48,66,59,57,49,341,56.833333333333336,6.517071598672383,6.0,Medium Fast,1000000,0.0,200,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,0.4,3.5,21.9
685,Slurpuff,Fairy,,"['Sweet Veil', 'Unburden']",82,80,86,85,75,72,480,80.0,5.066228051190221,6.0,Medium Fast,1000000,1.0,140,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,0.8,5.0,7.8
686,Inkay,Dark,Psychic,"['Contrary', 'Infiltrator', 'Suction Cups']",53,54,53,37,46,45,288,48.0,6.055300708194984,6.0,Medium Fast,1000000,0.0,190,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,0.4,3.5,21.9
687,Malamar,Dark,Psychic,"['Contrary', 'Infiltrator', 'Suction Cups']",86,92,88,68,75,73,482,80.33333333333333,8.768630958643937,6.0,Medium Fast,1000000,1.0,80,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.5,47.0,20.9
688,Binacle,Rock,Water,"['Pickpocket', 'Sniper', 'Tough Claws']",42,52,67,39,56,50,306,51.0,9.201449161228174,6.0,Medium Fast,1000000,0.0,120,0.0,0.0,0.0,0.0,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,31.0,124.0
689,Barbaracle,Rock,Water,"['Pickpocket', 'Sniper', 'Tough Claws']",72,105,115,54,86,68,500,83.33333333333333,21.22629396657729,6.0,Medium Fast,1000000,1.0,45,0.0,0.0,0.0,0.0,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3,96.0,56.8
690,Skrelp,Poison,Water,"['Adaptability', 'Poison Point', 'Poison Touch']",50,60,60,60,60,30,320,53.333333333333336,11.055415967851332,6.0,Medium Fast,1000000,0.0,225,0.0,0.0,0.0,0.0,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.5,7.3,29.2
691,Dragalge,Poison,Dragon,"['Adaptability', 'Poison Point', 'Poison Touch']",65,75,90,97,123,44,494,82.33333333333333,25.00444404945293,6.0,Medium Fast,1000000,1.0,55,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.25,2.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.8,81.5,25.2
692,Clauncher,Water,,['Mega Launcher'],50,53,62,58,63,44,330,55.0,6.733003292241385,6.0,Slow,1250000,0.0,225,0.0,0.0,0.0,0.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,8.3,33.2
693,Clawitzer,Water,,['Mega Launcher'],71,73,88,120,89,59,500,83.33333333333333,19.36204764194348,6.0,Slow,1250000,1.0,55,0.0,0.0,0.0,0.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.3,35.3,20.9
694,Helioptile,Electric,Normal,"['Dry Skin', 'Sand Veil', 'Solar Power']",44,38,33,61,43,70,289,48.16666666666666,13.030946072927918,6.0,Medium Fast,1000000,0.0,190,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,6.0,24.0
695,Heliolisk,Electric,Normal,"['Dry Skin', 'Sand Veil', 'Solar Power']",62,55,52,109,94,109,481,80.16666666666667,24.531725490791622,6.0,Medium Fast,1000000,1.0,75,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,21.0,21.0
696,Tyrunt,Rock,Dragon,"['Strong Jaw', 'Sturdy']",58,89,77,45,45,48,362,60.333333333333336,16.967288790165885,6.0,Medium Fast,1000000,0.0,45,0.0,0.0,0.0,0.0,0.5,0.25,1.0,0.5,1.0,2.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,0.8,26.0,40.6
697,Tyrantrum,Rock,Dragon,"['Rock Head', 'Strong Jaw']",82,121,119,69,59,71,521,86.83333333333333,24.388635787094685,6.0,Medium Fast,1000000,1.0,45,0.0,0.0,0.0,0.0,0.5,0.25,1.0,0.5,1.0,2.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.5,270.0,43.2
698,Amaura,Rock,Ice,"['Refrigerate', 'Snow Warning']",77,59,50,67,63,46,362,60.333333333333336,10.354816378006046,6.0,Medium Fast,1000000,0.0,45,0.0,0.0,0.0,0.0,0.5,1.0,2.0,1.0,2.0,0.5,4.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,1.3,25.2,14.9
699,Aurorus,Rock,Ice,"['Refrigerate', 'Snow Warning']",123,77,72,99,92,58,521,86.83333333333333,20.939728322550465,6.0,Medium Fast,1000000,1.0,45,0.0,0.0,0.0,0.0,0.5,1.0,2.0,1.0,2.0,0.5,4.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,2.7,225.0,30.9
700,Sylveon,Fairy,,"['Cute Charm', 'Pixilate']",95,65,65,110,130,60,525,87.5,26.25991876098121,6.0,Medium Fast,1000000,1.0,45,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,1.0,23.5,23.5
701,Hawlucha,Fighting,Flying,"['Limber', 'Mold Breaker', 'Unburden']",78,92,75,74,63,118,500,83.33333333333333,17.679240808234823,6.0,Medium Fast,1000000,1.0,100,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.5,2.0,0.5,1.0,0.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,1.0,2.0,0.8,21.5,33.6
702,Dedenne,Electric,Fairy,"['Cheek Pouch', 'Pickup', 'Plus']",67,58,57,81,67,101,431,71.83333333333333,15.236104780713765,6.0,Medium Fast,1000000,1.0,180,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,2.0,0.5,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0,0.2,2.2,55.0
703,Carbink,Rock,Fairy,"['Clear Body', 'Sturdy']",50,50,150,50,150,50,500,83.33333333333333,47.14045207910317,6.0,Slow,1250000,1.0,60,0.0,0.0,0.0,0.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,1.0,1.0,0.0,0.5,4.0,1.0,0.3,5.7,63.3
704,Goomy,Dragon,,"['Gooey', 'Hydration', 'Sap Sipper']",45,50,35,55,75,40,300,50.0,12.909944487358056,6.0,Slow,1250000,0.0,45,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.3,2.8,31.1
705,Sliggoo,Dragon,,"['Gooey', 'Hydration', 'Sap Sipper']",68,75,53,83,113,60,452,75.33333333333333,19.43078885571956,6.0,Slow,1250000,0.0,45,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.8,17.5,27.3
706,Goodra,Dragon,,"['Gooey', 'Hydration', 'Sap Sipper']",90,100,70,110,150,80,600,100.0,25.81988897471611,6.0,Slow,1250000,1.0,45,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,150.5,37.6
707,Klefki,Steel,Fairy,"['Magician', 'Prankster']",57,80,91,80,87,75,470,78.33333333333333,10.85766498326822,6.0,Fast,800000,1.0,75,0.0,0.0,0.0,0.0,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.5,0.25,0.5,1.0,0.0,0.5,1.0,0.5,0.2,3.0,75.0
708,Phantump,Ghost,Grass,"['Frisk', 'Harvest', 'Natural Cure']",43,70,48,50,60,38,309,51.5,10.673175097723576,6.0,Medium Fast,1000000,0.0,120,0.0,0.0,0.0,0.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.4,7.0,43.8
709,Trevenant,Ghost,Grass,"['Frisk', 'Harvest', 'Natural Cure']",85,110,76,65,82,56,474,79.0,17.029386365926403,6.0,Medium Fast,1000000,1.0,60,0.0,0.0,0.0,0.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.5,71.0,31.6
710,Small Size Pumpkaboo,Ghost,Grass,"['Frisk', 'Insomnia', 'Pickup']",44,66,70,44,55,56,335,55.833333333333336,9.872802146413258,6.0,Medium Fast,1000000,0.0,120,0.0,0.0,0.0,0.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.3,3.5,38.9
710,Average Size Pumpkaboo,Ghost,Grass,"['Frisk', 'Insomnia', 'Pickup']",49,66,70,44,55,51,335,55.833333333333336,9.263128821060167,6.0,Medium Fast,1000000,0.0,120,0.0,0.0,0.0,0.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.4,5.0,31.3
710,Large Size Pumpkaboo,Ghost,Grass,"['Frisk', 'Insomnia', 'Pickup']",54,66,70,44,55,46,335,55.833333333333336,9.529194905948536,6.0,Medium Fast,1000000,0.0,120,0.0,0.0,0.0,0.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.5,7.5,30.0
710,Super Size Pumpkaboo,Ghost,Grass,"['Frisk', 'Insomnia', 'Pickup']",59,66,70,44,55,41,335,55.833333333333336,10.605292179955356,6.0,Medium Fast,1000000,0.0,120,0.0,0.0,0.0,0.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.8,15.0,23.4
711,Small Size Gourgeist,Ghost,Grass,"['Frisk', 'Insomnia', 'Pickup']",55,85,122,58,75,99,494,82.33333333333333,23.27850701589105,6.0,Medium Fast,1000000,0.0,60,0.0,0.0,0.0,0.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.7,9.5,19.4
711,Average Size Gourgeist,Ghost,Grass,"['Frisk', 'Insomnia', 'Pickup']",65,90,122,58,75,84,494,82.33333333333333,20.7417989148054,6.0,Medium Fast,1000000,0.0,60,0.0,0.0,0.0,0.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.9,12.5,15.4
711,Large Size Gourgeist,Ghost,Grass,"['Frisk', 'Insomnia', 'Pickup']",75,95,122,58,75,69,494,82.33333333333333,20.86198030442513,6.0,Medium Fast,1000000,0.0,60,0.0,0.0,0.0,0.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.1,14.0,11.6
711,Super Size Gourgeist,Ghost,Grass,"['Frisk', 'Insomnia', 'Pickup']",85,100,122,58,75,54,494,82.33333333333333,23.59849336057048,6.0,Medium Fast,1000000,0.0,60,0.0,0.0,0.0,0.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.7,39.0,13.5
712,Bergmite,Ice,,"['Ice Body', 'Own Tempo', 'Sturdy']",55,69,85,32,35,28,304,50.66666666666666,20.98147330914162,6.0,Medium Fast,1000000,0.0,190,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,99.5,99.5
713,Avalugg,Ice,,"['Ice Body', 'Own Tempo', 'Sturdy']",95,117,184,44,46,28,514,85.66666666666667,53.81036661792554,6.0,Medium Fast,1000000,1.0,55,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,505.0,126.3
714,Noibat,Flying,Dragon,"['Frisk', 'Infiltrator', 'Telepathy']",40,30,35,45,40,55,245,40.833333333333336,7.861650943380503,6.0,Medium Fast,1000000,0.0,190,0.0,0.0,0.0,0.0,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0,0.5,8.0,32.0
715,Noivern,Flying,Dragon,"['Frisk', 'Infiltrator', 'Telepathy']",85,70,80,97,80,123,535,89.16666666666667,17.121299275723466,6.0,Medium Fast,1000000,1.0,45,0.0,0.0,0.0,0.0,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0,1.5,85.0,37.8
716,Xerneas,Fairy,,['Fairy Aura'],126,131,95,131,98,99,680,113.33333333333331,16.131404843417148,6.0,Slow,1250000,1.0,45,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,3.0,215.0,23.9
